日期,股票代码,名称,涨跌额,TCAP','C:\瀛︿範\澶т笁\椋庨櫓绠＄悊\historical_tradedata_600000.SH.csv
2017-06-22,'600000,浦发银行,0.23,
2017-06-21,'600000,浦发银行,0.05,
2017-06-20,'600000,浦发银行,-0.11,
2017-06-19,'600000,浦发银行,0.05,
2017-06-16,'600000,浦发银行,-0.03,
2017-06-15,'600000,浦发银行,-0.08,
2017-06-14,'600000,浦发银行,-0.13,
2017-06-13,'600000,浦发银行,-0.19,
2017-06-12,'600000,浦发银行,-0.15,
2017-06-09,'600000,浦发银行,0.09,
2017-06-08,'600000,浦发银行,0.0,
2017-06-07,'600000,浦发银行,0.04,
2017-06-06,'600000,浦发银行,-0.05,
2017-06-05,'600000,浦发银行,-0.04,
2017-06-02,'600000,浦发银行,-0.03,
2017-06-01,'600000,浦发银行,0.08,
2017-05-31,'600000,浦发银行,0.0,
2017-05-26,'600000,浦发银行,-0.09,
2017-05-25,'600000,DR浦发银,1.18,
2017-05-24,'600000,浦发银行,0.04,
2017-05-23,'600000,浦发银行,0.39,
2017-05-22,'600000,浦发银行,0.02,
2017-05-19,'600000,浦发银行,0.01,
2017-05-18,'600000,浦发银行,-0.2,
2017-05-17,'600000,浦发银行,-0.06,
2017-05-16,'600000,浦发银行,0.0,
2017-05-15,'600000,浦发银行,0.06,
2017-05-12,'600000,浦发银行,0.46,
2017-05-11,'600000,浦发银行,0.14,
2017-05-10,'600000,浦发银行,-0.15,
2017-05-09,'600000,浦发银行,-0.1,
2017-05-08,'600000,浦发银行,-0.06,
2017-05-05,'600000,浦发银行,-0.06,
2017-05-04,'600000,浦发银行,-0.1,
2017-05-03,'600000,浦发银行,-0.08,
2017-05-02,'600000,浦发银行,-0.05,
2017-04-28,'600000,浦发银行,0.0,
2017-04-27,'600000,浦发银行,0.16,
2017-04-26,'600000,浦发银行,0.0,
2017-04-25,'600000,浦发银行,0.05,
2017-04-24,'600000,浦发银行,-0.05,
2017-04-21,'600000,浦发银行,0.14,
2017-04-20,'600000,浦发银行,-0.2,
2017-04-19,'600000,浦发银行,-0.19,
2017-04-18,'600000,浦发银行,-0.26,
2017-04-17,'600000,浦发银行,0.05,
2017-04-14,'600000,浦发银行,-0.24,
2017-04-13,'600000,浦发银行,-0.14,
2017-04-12,'600000,浦发银行,0.0,
2017-04-11,'600000,浦发银行,-0.08,
2017-04-10,'600000,浦发银行,-0.13,
2017-04-07,'600000,浦发银行,0.0,
2017-04-06,'600000,浦发银行,-0.06,
2017-04-05,'600000,浦发银行,0.15,
2017-03-31,'600000,浦发银行,0.2,
2017-03-30,'600000,浦发银行,-0.06,
2017-03-29,'600000,浦发银行,-0.14,
2017-03-28,'600000,浦发银行,-0.03,
2017-03-27,'600000,浦发银行,0.08,
2017-03-24,'600000,浦发银行,0.08,
2017-03-23,'600000,浦发银行,0.1,
2017-03-22,'600000,浦发银行,-0.22,
2017-03-21,'600000,浦发银行,-0.14,
2017-03-20,'600000,浦发银行,-0.06,
2017-03-17,'600000,浦发银行,-0.09,
2017-03-16,'600000,浦发银行,0.05,
2017-03-15,'600000,浦发银行,-0.02,
2017-03-14,'600000,浦发银行,-0.08,
2017-03-13,'600000,浦发银行,0.11,
2017-03-10,'600000,浦发银行,0.01,
2017-03-09,'600000,浦发银行,-0.17,
2017-03-08,'600000,浦发银行,-0.04,
2017-03-07,'600000,浦发银行,0.02,
2017-03-06,'600000,浦发银行,0.06,
2017-03-03,'600000,浦发银行,-0.06,
2017-03-02,'600000,浦发银行,-0.15,
2017-03-01,'600000,浦发银行,-0.03,
2017-02-28,'600000,浦发银行,0.0,
2017-02-27,'600000,浦发银行,-0.12,
2017-02-24,'600000,浦发银行,0.02,
2017-02-23,'600000,浦发银行,-0.06,
2017-02-22,'600000,浦发银行,-0.13,
2017-02-21,'600000,浦发银行,-0.03,
2017-02-20,'600000,浦发银行,0.27,
2017-02-17,'600000,浦发银行,-0.14,
2017-02-16,'600000,浦发银行,-0.06,
2017-02-15,'600000,浦发银行,0.09,
2017-02-14,'600000,浦发银行,-0.1,
2017-02-13,'600000,浦发银行,0.07,
2017-02-10,'600000,浦发银行,0.06,
2017-02-09,'600000,浦发银行,0.05,
2017-02-08,'600000,浦发银行,0.0,
2017-02-07,'600000,浦发银行,0.01,
2017-02-06,'600000,浦发银行,0.03,
2017-02-03,'600000,浦发银行,-0.11,
2017-01-26,'600000,浦发银行,0.05,
2017-01-25,'600000,浦发银行,0.0,
2017-01-24,'600000,浦发银行,0.12,
2017-01-23,'600000,浦发银行,-0.03,
2017-01-20,'600000,浦发银行,0.06,
2017-01-19,'600000,浦发银行,0.06,
2017-01-18,'600000,浦发银行,0.08,
2017-01-17,'600000,浦发银行,-0.16,
2017-01-16,'600000,浦发银行,0.29,
2017-01-13,'600000,浦发银行,0.15,
2017-01-12,'600000,浦发银行,-0.04,
2017-01-11,'600000,浦发银行,-0.03,
2017-01-10,'600000,浦发银行,-0.01,
2017-01-09,'600000,浦发银行,0.02,
2017-01-06,'600000,浦发银行,-0.12,
2017-01-05,'600000,浦发银行,-0.03,
2017-01-04,'600000,浦发银行,0.03,
2017-01-03,'600000,浦发银行,0.09,
2016-12-30,'600000,浦发银行,0.14,
2016-12-29,'600000,浦发银行,-0.02,
2016-12-28,'600000,浦发银行,-0.05,
2016-12-27,'600000,浦发银行,-0.11,
2016-12-26,'600000,浦发银行,0.06,
2016-12-23,'600000,浦发银行,0.0,
2016-12-22,'600000,浦发银行,-0.13,
2016-12-21,'600000,浦发银行,0.04,
2016-12-20,'600000,浦发银行,-0.24,
2016-12-19,'600000,浦发银行,-0.14,
2016-12-16,'600000,浦发银行,-0.04,
2016-12-15,'600000,浦发银行,-0.48,
2016-12-14,'600000,浦发银行,0.01,
2016-12-13,'600000,浦发银行,-0.32,
2016-12-12,'600000,浦发银行,0.15,
2016-12-09,'600000,浦发银行,0.2,
2016-12-08,'600000,浦发银行,0.07,
2016-12-07,'600000,浦发银行,-0.15,
2016-12-06,'600000,浦发银行,-0.08,
2016-12-05,'600000,浦发银行,0.2,
2016-12-02,'600000,浦发银行,-0.05,
2016-12-01,'600000,浦发银行,-0.01,
2016-11-30,'600000,浦发银行,-0.1,
2016-11-29,'600000,浦发银行,0.05,
2016-11-28,'600000,浦发银行,0.12,
2016-11-25,'600000,浦发银行,0.2,
2016-11-24,'600000,浦发银行,-0.04,
2016-11-23,'600000,浦发银行,0.25,
2016-11-22,'600000,浦发银行,0.04,
2016-11-21,'600000,浦发银行,0.04,
2016-11-18,'600000,浦发银行,0.0,
2016-11-17,'600000,浦发银行,0.0,
2016-11-16,'600000,浦发银行,0.01,
2016-11-15,'600000,浦发银行,-0.01,
2016-11-14,'600000,浦发银行,0.01,
2016-11-11,'600000,浦发银行,0.02,
2016-11-10,'600000,浦发银行,0.11,
2016-11-09,'600000,浦发银行,-0.01,
2016-11-08,'600000,浦发银行,0.05,
2016-11-07,'600000,浦发银行,0.02,
2016-11-04,'600000,浦发银行,0.05,
2016-11-03,'600000,浦发银行,0.15,
2016-11-02,'600000,浦发银行,-0.1,
2016-11-01,'600000,浦发银行,0.03,
2016-10-31,'600000,浦发银行,-0.02,
2016-10-28,'600000,浦发银行,0.1,
2016-10-27,'600000,浦发银行,-0.13,
2016-10-26,'600000,浦发银行,-0.1,
2016-10-25,'600000,浦发银行,-0.05,
2016-10-24,'600000,浦发银行,0.17,
2016-10-21,'600000,浦发银行,0.01,
2016-10-20,'600000,浦发银行,0.02,
2016-10-19,'600000,浦发银行,-0.07,
2016-10-18,'600000,浦发银行,0.07,
2016-10-17,'600000,浦发银行,-0.19,
2016-10-14,'600000,浦发银行,0.03,
2016-10-13,'600000,浦发银行,-0.08,
2016-10-12,'600000,浦发银行,-0.06,
2016-10-11,'600000,浦发银行,0.02,
2016-10-10,'600000,浦发银行,0.06,
2016-09-30,'600000,浦发银行,-0.01,
2016-09-29,'600000,浦发银行,0.02,
2016-09-28,'600000,浦发银行,0.0,
2016-09-27,'600000,浦发银行,0.0,
2016-09-26,'600000,浦发银行,0.0,
2016-09-23,'600000,浦发银行,-0.05,
2016-09-22,'600000,浦发银行,0.08,
2016-09-21,'600000,浦发银行,-0.01,
2016-09-20,'600000,浦发银行,0.0,
2016-09-19,'600000,浦发银行,0.06,
2016-09-14,'600000,浦发银行,-0.05,
2016-09-13,'600000,浦发银行,0.05,
2016-09-12,'600000,浦发银行,-0.16,
2016-09-09,'600000,浦发银行,-0.04,
2016-09-08,'600000,浦发银行,0.12,
2016-09-07,'600000,浦发银行,0.07,
2016-09-06,'600000,浦发银行,-0.08,
2016-09-05,'600000,浦发银行,0.01,
2016-09-02,'600000,浦发银行,0.07,
2016-09-01,'600000,浦发银行,-0.07,
2016-08-31,'600000,浦发银行,0.08,
2016-08-30,'600000,浦发银行,0.17,
2016-08-29,'600000,浦发银行,-0.11,
2016-08-26,'600000,浦发银行,0.0,
2016-08-25,'600000,浦发银行,-0.05,
2016-08-24,'600000,浦发银行,-0.01,
2016-08-23,'600000,浦发银行,-0.01,
2016-08-22,'600000,浦发银行,-0.01,
2016-08-19,'600000,浦发银行,-0.02,
2016-08-18,'600000,浦发银行,-0.2,
2016-08-17,'600000,浦发银行,-0.06,
2016-08-16,'600000,浦发银行,-0.24,
2016-08-15,'600000,浦发银行,0.58,
2016-08-12,'600000,浦发银行,0.29,
2016-08-11,'600000,浦发银行,0.24,
2016-08-10,'600000,浦发银行,0.04,
2016-08-09,'600000,浦发银行,0.05,
2016-08-08,'600000,浦发银行,0.01,
2016-08-05,'600000,浦发银行,0.14,
2016-08-04,'600000,浦发银行,-0.08,
2016-08-03,'600000,浦发银行,-0.08,
2016-08-02,'600000,浦发银行,-0.05,
2016-08-01,'600000,浦发银行,0.1,
2016-07-29,'600000,浦发银行,0.02,
2016-07-28,'600000,浦发银行,-0.19,
2016-07-27,'600000,浦发银行,0.13,
2016-07-26,'600000,浦发银行,0.05,
2016-07-25,'600000,浦发银行,0.06,
2016-07-22,'600000,浦发银行,-0.2,
2016-07-21,'600000,浦发银行,0.08,
2016-07-20,'600000,浦发银行,0.02,
2016-07-19,'600000,浦发银行,-0.04,
2016-07-18,'600000,浦发银行,0.06,
2016-07-15,'600000,浦发银行,0.01,
2016-07-14,'600000,浦发银行,-0.09,
2016-07-13,'600000,浦发银行,0.15,
2016-07-12,'600000,浦发银行,0.21,
2016-07-11,'600000,浦发银行,-0.02,
2016-07-08,'600000,浦发银行,-0.12,
2016-07-07,'600000,浦发银行,-0.07,
2016-07-06,'600000,浦发银行,-0.15,
2016-07-05,'600000,浦发银行,-0.14,
2016-07-04,'600000,浦发银行,0.01,
2016-07-01,'600000,浦发银行,0.35,
2016-06-30,'600000,浦发银行,0.07,
2016-06-29,'600000,浦发银行,0.22,
2016-06-28,'600000,浦发银行,-0.03,
2016-06-27,'600000,浦发银行,0.03,
2016-06-24,'600000,浦发银行,-0.44,
2016-06-23,'600000,DR浦发银,-0.08,
2016-06-22,'600000,浦发银行,0.11,
2016-06-21,'600000,浦发银行,-0.07,
2016-06-20,'600000,浦发银行,0.08,
2016-06-17,'600000,浦发银行,-0.03,
2016-06-16,'600000,浦发银行,0.06,
2016-06-15,'600000,浦发银行,-0.05,
2016-06-14,'600000,浦发银行,0.01,
2016-06-13,'600000,浦发银行,-0.21,
2016-06-08,'600000,浦发银行,-0.03,
2016-06-07,'600000,浦发银行,0.0,
2016-06-06,'600000,浦发银行,0.01,
2016-06-03,'600000,浦发银行,-0.01,
2016-06-02,'600000,浦发银行,-0.17,
2016-06-01,'600000,浦发银行,-0.1,
2016-05-31,'600000,浦发银行,0.34,
2016-05-30,'600000,浦发银行,0.21,
2016-05-27,'600000,浦发银行,0.04,
2016-05-26,'600000,浦发银行,0.03,
2016-05-25,'600000,浦发银行,0.12,
2016-05-24,'600000,浦发银行,0.0,
2016-05-23,'600000,浦发银行,0.1,
2016-05-20,'600000,浦发银行,0.1,
2016-05-19,'600000,浦发银行,-0.21,
2016-05-18,'600000,浦发银行,0.31,
2016-05-17,'600000,浦发银行,-0.04,
2016-05-16,'600000,浦发银行,0.05,
2016-05-13,'600000,浦发银行,-0.17,
2016-05-12,'600000,浦发银行,-0.04,
2016-05-11,'600000,浦发银行,-0.03,
2016-05-10,'600000,浦发银行,-0.03,
2016-05-09,'600000,浦发银行,-0.22,
2016-05-06,'600000,浦发银行,-0.33,
2016-05-05,'600000,浦发银行,-0.02,
2016-05-04,'600000,浦发银行,-0.04,
2016-05-03,'600000,浦发银行,0.29,
2016-04-29,'600000,浦发银行,-0.07,
2016-04-28,'600000,浦发银行,0.04,
2016-04-27,'600000,浦发银行,-0.06,
2016-04-26,'600000,浦发银行,0.04,
2016-04-25,'600000,浦发银行,-0.36,
2016-04-22,'600000,浦发银行,0.12,
2016-04-21,'600000,浦发银行,0.16,
2016-04-20,'600000,浦发银行,0.06,
2016-04-19,'600000,浦发银行,0.09,
2016-04-18,'600000,浦发银行,-0.08,
2016-04-15,'600000,浦发银行,0.09,
2016-04-14,'600000,浦发银行,0.06,
2016-04-13,'600000,浦发银行,0.12,
2016-04-12,'600000,浦发银行,-0.05,
2016-04-11,'600000,浦发银行,0.07,
2016-04-08,'600000,浦发银行,-0.09,
2016-04-07,'600000,浦发银行,-0.27,
2016-04-06,'600000,浦发银行,-0.21,
2016-04-05,'600000,浦发银行,-0.01,
2016-04-01,'600000,浦发银行,0.25,
2016-03-31,'600000,浦发银行,0.06,
2016-03-30,'600000,浦发银行,0.42,
2016-03-29,'600000,浦发银行,0.0,
2016-03-28,'600000,浦发银行,-0.29,
2016-03-25,'600000,浦发银行,0.02,
2016-03-24,'600000,浦发银行,-0.41,
2016-03-23,'600000,浦发银行,-0.02,
2016-03-22,'600000,浦发银行,0.09,
2016-03-21,'600000,浦发银行,0.22,
2016-03-18,'600000,浦发银行,0.14,
2016-03-17,'600000,浦发银行,-0.33,
2016-03-16,'600000,浦发银行,1.01,
2016-03-15,'600000,浦发银行,0.16,
2016-03-14,'600000,浦发银行,-0.11,
2016-03-11,'600000,浦发银行,-1.48,
2016-03-10,'600000,浦发银行,None,
2016-03-09,'600000,浦发银行,None,
2016-03-08,'600000,浦发银行,None,
2016-03-07,'600000,浦发银行,None,
2016-03-04,'600000,浦发银行,None,
2016-03-03,'600000,浦发银行,None,
2016-03-02,'600000,浦发银行,None,
2016-03-01,'600000,浦发银行,None,
2016-02-29,'600000,浦发银行,None,
2016-02-26,'600000,浦发银行,None,
2016-02-25,'600000,浦发银行,None,
2016-02-24,'600000,浦发银行,None,
2016-02-23,'600000,浦发银行,None,
2016-02-22,'600000,浦发银行,None,
2016-02-19,'600000,浦发银行,None,
2016-02-18,'600000,浦发银行,None,
2016-02-17,'600000,浦发银行,None,
2016-02-16,'600000,浦发银行,None,
2016-02-15,'600000,浦发银行,0.07,
2016-02-05,'600000,浦发银行,1.08,
2016-02-04,'600000,浦发银行,0.69,
2016-02-03,'600000,浦发银行,-0.15,
2016-02-02,'600000,浦发银行,0.26,
2016-02-01,'600000,浦发银行,-0.4,
2016-01-29,'600000,浦发银行,0.32,
2016-01-28,'600000,浦发银行,-0.1,
2016-01-27,'600000,浦发银行,0.02,
2016-01-26,'600000,浦发银行,-0.37,
2016-01-25,'600000,浦发银行,0.01,
2016-01-22,'600000,浦发银行,0.44,
2016-01-21,'600000,浦发银行,-0.67,
2016-01-20,'600000,浦发银行,-0.52,
2016-01-19,'600000,浦发银行,0.09,
2016-01-18,'600000,浦发银行,0.1,
2016-01-15,'600000,浦发银行,-0.34,
2016-01-14,'600000,浦发银行,0.53,
2016-01-13,'600000,浦发银行,-0.06,
2016-01-12,'600000,浦发银行,0.4,
2016-01-11,'600000,浦发银行,-0.44,
2016-01-08,'600000,浦发银行,-0.02,
2016-01-07,'600000,浦发银行,-0.59,
2016-01-06,'600000,浦发银行,0.14,
2016-01-05,'600000,浦发银行,0.16,
2016-01-04,'600000,浦发银行,-0.47,
2015-12-31,'600000,浦发银行,-0.3,
2015-12-30,'600000,浦发银行,-0.17,
2015-12-29,'600000,浦发银行,0.04,
2015-12-28,'600000,浦发银行,-0.62,
2015-12-25,'600000,浦发银行,0.28,
2015-12-24,'600000,浦发银行,0.16,
2015-12-23,'600000,浦发银行,-0.02,
2015-12-22,'600000,浦发银行,-0.24,
2015-12-21,'600000,浦发银行,0.33,
2015-12-18,'600000,浦发银行,0.32,
2015-12-17,'600000,浦发银行,0.31,
2015-12-16,'600000,浦发银行,-0.13,
2015-12-15,'600000,浦发银行,-0.14,
2015-12-14,'600000,浦发银行,-0.15,
2015-12-11,'600000,浦发银行,-0.67,
2015-12-10,'600000,浦发银行,0.04,
2015-12-09,'600000,浦发银行,-0.87,
2015-12-08,'600000,浦发银行,0.65,
2015-12-07,'600000,浦发银行,0.74,
2015-12-04,'600000,浦发银行,-0.54,
2015-12-03,'600000,浦发银行,-0.6,
2015-12-02,'600000,浦发银行,1.19,
2015-12-01,'600000,浦发银行,0.01,
2015-11-30,'600000,浦发银行,0.12,
2015-11-27,'600000,浦发银行,-0.84,
2015-11-26,'600000,浦发银行,-0.3,
2015-11-25,'600000,浦发银行,0.62,
2015-11-24,'600000,浦发银行,-0.01,
2015-11-23,'600000,浦发银行,0.59,
2015-11-20,'600000,浦发银行,0.57,
2015-11-19,'600000,浦发银行,0.51,
2015-11-18,'600000,浦发银行,-0.05,
2015-11-17,'600000,浦发银行,0.02,
2015-11-16,'600000,浦发银行,-0.16,
2015-11-13,'600000,浦发银行,0.22,
2015-11-12,'600000,浦发银行,-0.37,
2015-11-11,'600000,浦发银行,-0.64,
2015-11-10,'600000,浦发银行,0.22,
2015-11-09,'600000,浦发银行,0.27,
2015-11-06,'600000,浦发银行,0.17,
2015-11-05,'600000,浦发银行,0.87,
2015-11-04,'600000,浦发银行,0.38,
2015-11-03,'600000,浦发银行,0.05,
2015-11-02,'600000,浦发银行,0.02,
2015-10-30,'600000,浦发银行,-0.2,
2015-10-29,'600000,浦发银行,0.28,
2015-10-28,'600000,浦发银行,-0.01,
2015-10-27,'600000,浦发银行,0.04,
2015-10-26,'600000,浦发银行,0.38,
2015-10-23,'600000,浦发银行,None,
2015-10-22,'600000,浦发银行,None,
2015-10-21,'600000,浦发银行,None,
2015-10-20,'600000,浦发银行,None,
2015-10-19,'600000,浦发银行,None,
2015-10-16,'600000,浦发银行,None,
2015-10-15,'600000,浦发银行,None,
2015-10-14,'600000,浦发银行,-0.07,
2015-10-13,'600000,浦发银行,-0.09,
